vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas9270		pavarde9270		7	1	1	6	10	6	8	1	9	7	8	1	4	9	5	4	8	3	5	8	4		4.62
vardas9271		pavarde9271		5	9	10	5	6	9	1	2	6	3	6	4	1	5	7	3	4	4	7	6	2		3.26
vardas9272		pavarde9272		7	5	3	5	2	1	8	5	7	10	4	4	9	3	3	4	1	4	7	2	8		6.68
vardas9273		pavarde9273		6	1	3	8	3	8	6	5	6	1	4	5	2	2	1	4	4	4	7	4	10		7.68
vardas9274		pavarde9274		8	8	8	6	7	9	6	10	10	7	2	2	3	3	2	1	3	8	7	6	5		5.32
vardas9275		pavarde9275		9	1	10	7	2	10	3	6	4	9	8	7	10	9	6	7	8	7	2	3	10		8.56
vardas9276		pavarde9276		8	7	5	4	2	4	4	8	3	6	1	4	9	10	10	6	1	8	2	5	8		6.94
vardas9277		pavarde9277		2	10	7	4	1	6	9	2	5	6	4	2	1	10	10	10	1	8	2	4	9		7.48
vardas9278		pavarde9278		3	8	4	2	4	9	3	10	6	9	9	8	5	6	1	1	7	2	10	3	3		4
vardas9279		pavarde9279		1	3	8	5	1	10	3	2	4	10	9	7	1	9	3	7	4	1	1	7	5		4.92
vardas9280		pavarde9280		7	8	5	6	9	8	7	1	5	2	4	8	5	1	5	7	9	2	4	9	8		7.04
vardas9281		pavarde9281		8	3	8	6	2	2	6	3	2	2	4	4	3	4	5	10	6	7	2	8	4		4.3
vardas9282		pavarde9282		10	6	6	2	5	3	7	8	1	6	7	6	5	7	2	2	6	10	9	4	7		6.44
vardas9283		pavarde9283		3	4	6	10	1	9	5	1	3	8	1	10	4	10	4	6	1	7	7	3	1		2.66
vardas9284		pavarde9284		2	3	6	7	9	2	4	4	10	7	4	6	6	9	1	5	9	10	3	4	3		4.02
vardas9285		pavarde9285		2	5	3	5	4	6	4	1	1	7	5	5	1	9	1	10	3	2	6	10	3		3.6
vardas9286		pavarde9286		3	6	8	8	10	6	1	5	6	9	8	3	1	5	2	3	4	6	2	5	9		7.42
vardas9287		pavarde9287		5	6	9	9	6	10	6	4	8	4	5	7	5	3	9	6	4	9	4	1	1		3
vardas9288		pavarde9288		4	6	9	1	5	7	2	9	2	9	4	10	8	10	8	7	1	4	4	7	2		3.54
vardas9289		pavarde9289		5	4	10	2	7	5	2	3	8	4	4	3	8	6	9	1	7	10	7	10	7		6.5
vardas9290		pavarde9290		4	4	9	6	10	10	1	7	10	10	1	8	3	8	7	8	4	4	8	10	4		5.04
vardas9291		pavarde9291		4	3	1	8	5	3	3	7	10	8	10	10	8	6	7	4	1	5	5	8	3		4.12
vardas9292		pavarde9292		7	7	3	5	10	5	8	5	4	10	6	4	8	2	10	4	10	4	7	1	8		7.2
vardas9293		pavarde9293		4	7	3	2	8	8	4	1	9	8	1	9	9	2	4	2	3	4	8	1	4		4.34
vardas9294		pavarde9294		3	5	5	1	10	3	9	1	8	10	10	5	2	5	8	1	5	3	2	5	2		3.22
vardas9295		pavarde9295		2	5	8	3	4	10	4	8	1	8	4	4	7	2	3	6	7	3	5	1	4		4.3
vardas9296		pavarde9296		2	7	4	5	6	5	3	5	2	1	1	5	6	2	2	4	6	1	4	1	3		3.24
vardas9297		pavarde9297		6	8	4	10	5	3	9	5	5	7	6	2	9	10	4	9	8	9	6	1	6		6.12
vardas9298		pavarde9298		5	7	5	9	1	9	4	10	9	10	9	6	8	7	9	3	1	9	1	9	8		7.42
vardas9299		pavarde9299		3	3	2	1	10	3	1	10	8	5	9	7	4	1	5	5	4	2	7	3	4		4.26
vardas9300		pavarde9300		2	6	2	6	8	10	3	3	5	9	8	1	8	1	3	10	4	3	3	7	7		6.24
vardas9301		pavarde9301		4	10	3	8	4	6	4	8	9	7	10	10	9	2	3	5	6	2	6	5	6		6.02
vardas9302		pavarde9302		10	8	5	3	3	1	5	6	5	6	8	8	7	2	10	8	8	7	2	10	8		7.24
vardas9303		pavarde9303		6	8	1	9	2	6	5	3	9	3	2	5	9	7	10	4	8	7	7	3	2		3.48
vardas9304		pavarde9304		3	3	3	6	6	3	4	3	10	8	10	7	5	2	2	9	2	8	10	6	10		8.2
vardas9305		pavarde9305		3	3	9	1	10	3	3	2	4	2	7	3	10	6	8	9	8	2	4	5	10		8.04
vardas9306		pavarde9306		7	5	9	3	1	9	4	7	5	5	8	8	8	8	8	6	5	10	9	5	2		3.8
vardas9307		pavarde9307		5	4	2	1	2	8	2	10	4	10	7	1	5	10	2	7	4	5	10	6	7		6.3
vardas9308		pavarde9308		6	10	1	10	3	6	1	9	9	1	9	1	4	1	6	10	2	5	5	8	5		5.14
vardas9309		pavarde9309		7	7	7	4	8	1	8	9	1	7	1	7	3	6	1	10	4	6	8	9	2		3.48
vardas9310		pavarde9310		3	7	2	8	10	3	2	10	1	7	7	1	6	8	5	9	7	10	2	2	9		7.6
vardas9311		pavarde9311		7	8	10	7	1	7	2	1	2	7	4	9	7	4	5	10	1	10	9	4	4		4.7
vardas9312		pavarde9312		8	8	9	10	4	9	8	2	3	10	9	10	8	1	1	8	6	8	3	5	6		6.2
vardas9313		pavarde9313		2	10	7	9	4	6	7	5	5	8	3	7	4	5	8	1	6	6	1	5	8		6.98
vardas9314		pavarde9314		8	2	5	5	10	3	9	3	3	7	2	10	1	8	9	9	5	3	7	7	3		4.12
vardas9315		pavarde9315		10	2	9	7	10	5	10	8	4	1	9	3	3	2	10	3	5	2	7	3	9		7.66
vardas9316		pavarde9316		3	4	5	4	10	4	6	5	6	3	10	10	6	9	10	6	8	7	6	5	8		7.34
vardas9317		pavarde9317		8	1	6	7	10	4	1	7	6	7	3	3	2	8	3	6	5	2	3	5	8		6.74
vardas9318		pavarde9318		2	3	10	4	9	4	1	7	7	3	10	1	8	3	7	3	2	1	8	6	6		5.58
vardas9319		pavarde9319		2	10	10	7	3	8	7	8	9	5	8	9	8	5	8	9	3	1	8	9	10		8.74
vardas9320		pavarde9320		10	4	3	7	6	3	2	6	6	7	10	8	10	2	9	8	10	5	5	7	5		5.56
vardas9321		pavarde9321		8	8	5	7	6	5	1	5	1	1	3	9	1	3	5	1	5	5	2	6	6		5.34
vardas9322		pavarde9322		10	3	10	1	4	9	7	2	5	6	5	9	2	8	6	6	2	5	4	2	2		3.32
vardas9323		pavarde9323		7	10	4	1	1	3	5	2	4	5	2	2	7	9	9	3	6	6	4	1	5		4.82
vardas9324		pavarde9324		5	10	5	8	7	1	8	6	2	6	9	8	9	1	10	2	5	8	7	3	2		3.6
vardas9325		pavarde9325		9	2	5	8	10	3	3	4	5	3	10	9	6	6	10	5	8	2	4	2	1		2.88
vardas9326		pavarde9326		5	4	1	5	9	3	10	5	2	3	10	10	4	4	3	3	6	4	7	7	7		6.3
vardas9327		pavarde9327		3	2	5	1	1	8	10	3	3	2	10	7	1	8	8	10	3	9	9	1	6		5.68
vardas9328		pavarde9328		6	5	8	1	2	6	3	7	3	5	5	4	4	5	1	7	9	10	6	6	4		4.46
vardas9329		pavarde9329		8	1	9	4	10	3	7	2	5	8	8	7	4	3	6	4	2	9	7	2	9		7.58
vardas9330		pavarde9330		5	3	7	8	10	7	4	1	1	10	4	6	3	5	3	4	9	8	4	1	9		7.46
vardas9331		pavarde9331		9	8	7	3	7	9	8	4	8	4	1	7	1	9	7	10	10	6	4	4	3		4.32
vardas9332		pavarde9332		4	7	1	10	6	3	2	6	4	9	9	8	5	1	1	9	1	3	9	5	1		2.66
vardas9333		pavarde9333		5	10	8	7	4	9	8	5	5	10	4	8	1	6	1	8	6	5	7	2	2		3.58
vardas9334		pavarde9334		3	4	10	8	3	6	5	6	1	1	2	8	1	9	8	9	6	5	3	1	7		6.18
vardas9335		pavarde9335		1	3	4	8	10	10	3	8	9	6	3	5	4	3	5	6	10	4	2	10	4		4.68
vardas9336		pavarde9336		1	10	8	8	3	10	10	3	4	7	5	10	4	3	3	3	4	8	3	10	5		5.34
vardas9337		pavarde9337		3	1	8	9	8	7	4	5	6	10	2	7	6	8	2	8	2	7	4	2	4		4.58
vardas9338		pavarde9338		1	1	9	9	6	3	5	6	3	7	10	4	9	7	5	7	5	3	1	10	1		2.82
vardas9339		pavarde9339		1	1	5	6	2	9	8	3	3	2	3	1	3	6	7	6	3	4	5	9	5		4.74
vardas9340		pavarde9340		4	6	3	10	2	6	6	10	7	10	7	9	3	8	9	7	9	9	5	3	10		8.66
vardas9341		pavarde9341		9	8	4	1	8	4	5	9	5	6	2	4	2	4	1	8	4	6	10	6	3		3.92
vardas9342		pavarde9342		7	3	4	9	4	2	2	5	4	3	2	6	4	2	1	10	7	10	1	5	9		7.22
vardas9343		pavarde9343		1	10	7	5	10	3	3	7	5	6	8	2	9	7	9	5	8	7	7	8	7		6.74
vardas9344		pavarde9344		10	2	3	7	5	10	2	5	4	1	5	7	2	3	10	8	1	7	1	9	7		6.24
vardas9345		pavarde9345		3	6	3	9	8	4	5	1	7	9	1	4	1	2	2	2	2	5	7	9	9		7.2
vardas9346		pavarde9346		9	3	2	2	7	10	1	8	10	3	1	2	6	10	6	8	2	9	4	4	5		5.14
vardas9347		pavarde9347		4	10	2	8	6	1	1	1	3	7	7	2	5	3	8	8	10	2	5	7	8		6.8
vardas9348		pavarde9348		10	8	4	9	7	5	4	8	8	8	3	6	4	7	7	6	10	2	10	2	3		4.36
vardas9349		pavarde9349		2	6	9	7	5	2	8	3	4	4	5	2	5	6	1	1	4	2	9	2	1		2.34
vardas9350		pavarde9350		10	1	3	1	9	5	2	3	2	8	6	8	10	8	9	5	10	5	6	10	1		3.02
vardas9351		pavarde9351		6	3	1	9	10	1	6	9	9	3	5	1	5	5	1	5	5	4	2	10	10		8
vardas9352		pavarde9352		2	2	6	2	6	6	10	8	9	5	4	9	8	8	1	5	1	4	10	10	5		5.32
vardas9353		pavarde9353		2	10	5	10	3	9	4	8	3	9	9	2	8	9	5	10	3	9	10	7	7		6.9
vardas9354		pavarde9354		3	2	2	10	9	3	1	10	8	6	10	10	3	4	4	8	8	6	6	3	6		5.92
vardas9355		pavarde9355		3	3	8	9	9	1	3	4	6	8	8	10	8	5	3	8	7	9	2	5	8		7.18
vardas9356		pavarde9356		1	8	6	5	6	4	9	6	7	9	5	2	5	10	6	8	5	2	4	6	4		4.68
vardas9357		pavarde9357		2	1	4	6	4	3	4	2	1	5	2	3	7	8	4	2	1	9	7	4	5		4.58
vardas9358		pavarde9358		6	5	5	3	6	2	7	4	5	4	4	4	1	3	7	3	2	9	6	8	7		6.08
vardas9359		pavarde9359		5	2	8	8	9	8	9	4	5	7	3	3	9	3	1	4	7	7	2	8	1		2.84
vardas9360		pavarde9360		5	4	3	7	7	6	7	10	3	10	5	1	9	1	7	2	10	6	4	5	5		5.24
vardas9361		pavarde9361		9	9	9	4	7	7	1	7	4	5	3	7	5	2	7	1	7	7	8	7	1		2.92
vardas9362		pavarde9362		3	1	4	4	2	8	6	8	3	6	2	8	10	2	3	10	10	10	5	10	4		4.7
vardas9363		pavarde9363		7	7	6	8	2	7	10	3	8	4	10	3	5	9	1	5	4	4	5	10	4		4.76
vardas9364		pavarde9364		8	4	2	3	7	9	2	2	10	1	4	9	8	4	10	2	3	8	6	9	6		5.82
vardas9365		pavarde9365		3	4	7	2	9	5	10	7	4	2	6	8	8	6	4	6	1	1	10	3	10		8.12
vardas9366		pavarde9366		7	7	4	7	8	8	7	4	3	10	9	9	2	5	7	5	10	3	7	8	7		6.8
vardas9367		pavarde9367		9	9	1	9	9	1	8	9	8	10	5	10	8	10	2	9	4	4	10	2	4		5.14
vardas9368		pavarde9368		8	7	1	7	1	7	10	6	4	3	2	9	3	10	8	2	5	2	8	8	10		8.22
vardas9369		pavarde9369		3	9	8	9	8	9	10	6	10	5	10	9	8	10	6	2	10	9	6	7	5		6.08
vardas9370		pavarde9370		4	2	1	10	5	6	10	4	2	9	8	9	4	5	6	7	8	6	3	2	4		4.62
vardas9371		pavarde9371		4	10	9	9	9	4	3	6	8	2	4	9	7	4	1	7	8	2	1	10	6		5.94
vardas9372		pavarde9372		2	2	3	5	4	9	2	7	6	2	1	3	4	8	8	10	4	5	7	10	4		4.44
vardas9373		pavarde9373		10	8	8	2	9	7	3	7	9	8	5	3	9	2	9	10	4	2	4	3	6		6.04
vardas9374		pavarde9374		8	7	5	2	2	1	7	10	2	10	2	2	3	9	8	6	7	10	3	10	3		4.08
vardas9375		pavarde9375		4	3	7	10	8	5	7	8	1	4	1	2	8	7	8	1	5	3	10	6	2		3.36
vardas9376		pavarde9376		4	5	3	2	2	9	5	1	1	8	10	2	3	8	1	9	3	5	10	5	6		5.52
vardas9377		pavarde9377		10	9	9	10	5	5	1	1	5	4	7	9	1	3	4	4	9	8	10	9	1		3.06
vardas9378		pavarde9378		3	8	5	1	10	6	9	1	6	9	1	2	5	7	3	8	4	5	6	7	6		5.72
vardas9379		pavarde9379		5	2	3	8	5	10	7	7	3	2	10	5	1	8	2	6	2	2	5	2	3		3.7
vardas9380		pavarde9380		7	3	5	2	1	7	10	6	7	10	6	9	7	10	10	2	2	6	8	3	10		8.42
vardas9381		pavarde9381		10	2	9	5	7	7	5	7	1	10	8	5	4	5	6	2	6	5	3	2	2		3.38
vardas9382		pavarde9382		4	4	1	1	8	8	8	8	10	5	1	4	4	5	8	2	2	6	1	9	8		6.78
vardas9383		pavarde9383		7	8	6	2	2	1	6	3	6	2	2	8	7	9	5	1	2	7	10	10	3		3.88
vardas9384		pavarde9384		8	5	8	1	4	6	3	8	6	10	1	3	10	6	5	9	8	5	9	8	3		4.26
vardas9385		pavarde9385		10	6	8	9	9	3	8	6	4	7	9	6	6	5	4	9	5	8	10	2	2		3.88
vardas9386		pavarde9386		3	10	5	5	6	2	8	9	5	6	9	9	2	3	9	6	7	5	6	4	9		7.78
vardas9387		pavarde9387		1	10	8	5	3	10	6	10	6	3	7	5	2	10	6	5	10	2	1	5	7		6.5
vardas9388		pavarde9388		1	4	2	9	7	2	8	1	2	2	1	5	3	1	5	10	9	6	5	9	3		3.64
vardas9389		pavarde9389		4	10	4	4	8	2	6	9	6	5	5	6	9	3	9	9	2	1	9	3	3		4.08
vardas9390		pavarde9390		3	9	8	8	3	7	3	5	10	10	8	5	8	6	2	4	5	4	1	7	1		2.92
vardas9391		pavarde9391		7	5	10	2	5	2	1	4	9	9	6	2	3	1	1	1	8	1	7	1	8		6.5
vardas9392		pavarde9392		8	2	5	8	10	10	8	8	1	7	8	7	8	7	6	1	6	6	10	8	4		5.08
vardas9393		pavarde9393		8	2	3	6	4	5	2	2	10	8	9	1	2	1	8	1	10	7	4	7	5		5
vardas9394		pavarde9394		5	1	10	9	5	1	1	6	2	2	7	10	5	10	8	4	3	2	8	5	3		3.88
vardas9395		pavarde9395		5	10	9	3	8	9	5	8	1	5	10	2	6	8	9	6	4	3	7	4	10		8.44
vardas9396		pavarde9396		5	2	10	2	5	3	9	10	9	8	7	3	3	5	6	6	9	1	8	2	10		8.26
vardas9397		pavarde9397		9	2	7	10	9	5	1	4	7	1	6	9	1	8	4	5	3	7	9	10	10		8.34
vardas9398		pavarde9398		9	3	3	8	5	4	10	5	1	8	2	9	1	1	3	2	5	3	5	10	3		3.74
vardas9399		pavarde9399		8	6	10	6	10	4	9	10	5	3	2	4	7	10	7	5	7	8	1	6	4		4.96
vardas9400		pavarde9400		2	9	4	2	3	1	6	6	4	5	6	1	1	6	10	9	4	8	2	6	9		7.3
vardas9401		pavarde9401		6	4	6	6	7	4	2	2	8	8	5	3	10	3	9	9	2	6	9	3	5		5.24
vardas9402		pavarde9402		4	7	6	9	9	3	6	7	4	4	10	8	7	2	3	5	2	10	4	5	3		4.1
vardas9403		pavarde9403		5	9	3	4	9	1	6	1	5	2	4	1	1	9	10	8	2	9	10	10	6		5.78
vardas9404		pavarde9404		8	5	5	6	2	8	9	7	9	2	8	1	5	10	4	8	2	2	5	6	3		4.04
vardas9405		pavarde9405		9	3	7	9	3	10	3	5	10	1	7	4	10	7	2	1	8	3	2	5	6		5.78
vardas9406		pavarde9406		8	8	8	6	10	1	6	1	10	1	10	7	2	6	1	2	9	4	4	3	9		7.54
vardas9407		pavarde9407		1	7	9	9	7	9	5	2	3	3	5	8	5	6	8	5	5	8	10	4	3		4.18
vardas9408		pavarde9408		3	2	8	5	5	9	6	5	5	9	3	5	5	1	8	4	10	3	4	10	3		4
vardas9409		pavarde9409		4	6	8	9	5	3	9	7	7	7	5	1	4	2	7	6	9	8	10	2	4		4.78
vardas9410		pavarde9410		7	7	7	3	7	6	5	6	5	10	6	10	10	5	10	5	7	7	10	2	3		4.5
vardas9411		pavarde9411		8	2	10	8	6	5	9	8	10	8	7	10	8	9	8	8	2	8	6	4	1		3.48
vardas9412		pavarde9412		10	7	2	3	10	1	7	8	10	8	1	9	1	8	7	1	3	10	6	1	6		5.86
vardas9413		pavarde9413		8	8	10	1	5	4	2	1	8	6	1	8	2	5	9	1	9	2	2	6	5		4.96
vardas9414		pavarde9414		5	3	1	7	9	7	2	4	1	10	9	6	4	4	4	2	3	7	4	6	1		2.56
vardas9415		pavarde9415		5	9	7	3	5	4	2	10	5	1	7	8	9	2	9	4	4	2	1	5	6		5.64
vardas9416		pavarde9416		10	6	8	3	5	7	5	6	7	8	1	1	9	7	10	4	6	4	2	5	8		7.08
vardas9417		pavarde9417		8	7	6	10	3	6	10	2	4	10	4	4	8	6	9	10	5	3	10	3	10		8.56
vardas9418		pavarde9418		6	2	9	6	6	8	8	8	3	7	1	10	5	8	3	8	3	6	6	4	6		5.94
vardas9419		pavarde9419		8	4	3	1	5	3	3	1	3	2	3	6	7	2	10	10	7	3	9	4	1		2.48
vardas9420		pavarde9420		2	3	3	9	3	8	2	1	1	10	10	1	10	5	4	4	6	10	2	3	3		3.74
vardas9421		pavarde9421		2	9	10	5	5	6	9	9	7	1	1	9	6	7	2	2	4	9	1	1	2		3.3
vardas9422		pavarde9422		7	2	10	1	2	5	3	7	8	2	2	7	2	7	7	8	6	3	10	1	4		4.4
vardas9423		pavarde9423		10	1	5	4	4	5	6	7	7	6	8	2	2	2	1	5	7	5	2	10	6		5.58
vardas9424		pavarde9424		3	5	1	1	3	8	1	1	8	5	7	8	2	6	2	2	7	4	5	8	10		7.74
vardas9425		pavarde9425		10	5	5	5	4	9	10	1	3	9	4	4	4	8	4	9	8	9	1	2	10		8.28
vardas9426		pavarde9426		8	5	10	5	7	5	9	3	3	8	3	3	1	8	7	9	3	7	5	7	1		2.92
vardas9427		pavarde9427		10	8	5	5	3	1	6	4	3	10	9	3	9	4	9	10	4	8	3	10	9		7.88
vardas9428		pavarde9428		1	5	1	3	9	7	9	4	8	10	2	2	9	7	7	7	7	2	9	4	10		8.26
vardas9429		pavarde9429		7	6	10	8	9	9	7	5	3	9	9	6	2	1	9	1	4	4	5	9	10		8.46
vardas9430		pavarde9430		8	5	3	2	6	9	8	1	4	3	7	4	6	9	2	5	10	2	7	6	1		2.74
vardas9431		pavarde9431		10	9	9	5	5	9	9	6	7	2	7	7	6	7	2	7	9	6	7	1	1		3.2
vardas9432		pavarde9432		10	6	2	6	10	9	9	1	5	7	6	2	5	2	1	3	9	4	4	1	8		6.84
vardas9433		pavarde9433		3	2	3	8	4	7	7	9	5	10	3	3	10	6	9	4	5	9	8	9	6		6.08
vardas9434		pavarde9434		10	8	8	3	10	4	9	9	6	7	3	9	6	5	5	9	7	1	4	4	10		8.54
vardas9435		pavarde9435		1	4	7	3	10	3	10	10	6	8	3	8	10	7	6	10	2	3	5	6	6		6.04
vardas9436		pavarde9436		1	8	4	2	3	6	5	5	10	5	8	1	3	8	1	9	8	6	8	1	2		3.24
vardas9437		pavarde9437		2	8	7	7	9	4	9	9	5	5	6	5	5	6	3	6	8	7	7	9	1		3.14
vardas9438		pavarde9438		2	9	1	7	2	7	6	2	3	10	9	8	5	8	8	7	6	7	1	4	8		7.04
vardas9439		pavarde9439		6	10	5	6	8	9	8	7	10	8	9	1	10	2	2	6	3	6	10	9	4		5.1
vardas9440		pavarde9440		3	1	1	3	8	4	10	3	1	1	6	5	3	9	10	5	3	3	3	2	7		5.88
vardas9441		pavarde9441		2	3	7	7	8	7	1	4	9	10	4	4	7	9	9	9	7	10	3	3	6		6.06
vardas9442		pavarde9442		3	4	7	4	7	7	3	10	10	10	3	6	7	8	3	6	4	1	2	1	7		6.32
vardas9443		pavarde9443		8	10	3	5	2	4	1	10	8	6	5	1	8	1	9	8	9	1	9	3	10		8.22
vardas9444		pavarde9444		9	8	2	5	6	7	1	3	7	4	1	1	3	10	5	8	1	10	3	7	10		8.02
vardas9445		pavarde9445		8	1	5	8	5	2	10	8	3	5	3	1	5	8	10	8	1	3	6	10	3		4
vardas9446		pavarde9446		5	5	8	3	4	7	6	9	4	6	4	8	2	8	6	8	3	5	4	4	10		8.18
vardas9447		pavarde9447		8	7	1	8	2	5	9	6	1	7	4	3	4	4	8	10	9	5	3	4	6		5.76
vardas9448		pavarde9448		5	2	6	5	10	4	4	8	6	6	6	9	8	5	10	5	4	7	5	10	6		6.1
vardas9449		pavarde9449		1	3	6	4	2	4	4	4	4	10	2	10	3	3	1	5	5	7	7	10	9		7.3
vardas9450		pavarde9450		6	7	9	7	7	7	4	5	8	1	10	3	6	10	5	4	6	6	7	4	10		8.44
vardas9451		pavarde9451		8	1	5	10	3	1	9	7	1	4	4	3	10	6	6	8	10	9	1	1	6		5.74
vardas9452		pavarde9452		7	4	3	8	4	10	6	3	4	3	10	7	3	10	5	1	2	8	10	2	1		2.8
vardas9453		pavarde9453		2	7	2	2	1	10	5	5	5	4	1	2	9	5	5	7	9	8	2	5	1		2.52
vardas9454		pavarde9454		7	6	1	4	3	7	9	8	1	4	2	8	7	10	9	10	1	10	4	6	7		6.54
vardas9455		pavarde9455		2	7	9	1	1	7	8	9	9	5	7	5	2	1	8	5	6	7	1	4	10		8.08
vardas9456		pavarde9456		8	7	6	1	6	1	5	2	9	8	3	3	2	3	7	10	9	7	8	4	9		7.58
vardas9457		pavarde9457		9	10	7	2	6	4	5	2	4	3	10	6	8	4	3	6	6	7	6	5	9		7.66
vardas9458		pavarde9458		9	5	9	1	8	1	6	7	2	5	6	8	1	3	4	4	7	6	2	3	8		6.74
vardas9459		pavarde9459		6	7	4	7	10	8	5	5	8	8	10	9	2	9	8	1	2	3	4	8	1		3.08
vardas9460		pavarde9460		10	10	2	7	6	1	8	8	2	6	6	10	10	9	2	8	5	1	4	5	3		4.2
vardas9461		pavarde9461		3	2	8	5	5	9	3	5	1	8	10	6	3	3	4	2	7	7	7	10	7		6.36
vardas9462		pavarde9462		9	10	2	3	8	4	6	7	8	7	5	7	8	2	5	4	9	4	1	7	3		4.12
vardas9463		pavarde9463		7	4	10	3	5	4	9	2	3	4	9	9	10	2	10	4	4	2	5	10	2		3.52
vardas9464		pavarde9464		7	3	4	5	2	6	10	3	3	7	2	7	10	2	2	1	4	2	8	1	5		4.78
vardas9465		pavarde9465		7	2	6	2	4	6	6	7	2	1	1	3	5	5	9	7	5	6	10	7	7		6.22
vardas9466		pavarde9466		5	4	2	5	10	10	2	8	1	8	4	1	2	4	6	8	7	8	8	3	4		4.52
vardas9467		pavarde9467		8	2	2	9	1	6	10	5	2	2	2	4	5	7	2	9	3	2	3	4	4		4.16
vardas9468		pavarde9468		7	2	6	8	10	7	2	7	8	10	9	2	3	7	2	3	8	3	8	2	8		7.08
vardas9469		pavarde9469		3	6	9	9	1	5	8	6	3	5	3	6	10	4	10	9	3	7	1	2	10		8.2
vardas9470		pavarde9470		7	3	7	6	7	8	3	4	10	5	8	4	7	4	9	3	10	9	3	6	10		8.46
vardas9471		pavarde9471		2	7	10	5	5	2	10	4	10	10	9	7	5	5	2	7	10	3	5	4	9		7.84
vardas9472		pavarde9472		10	7	8	4	5	9	7	1	1	5	9	4	8	3	3	3	4	6	9	7	4		4.66
vardas9473		pavarde9473		5	4	9	5	8	10	3	2	10	2	10	5	8	10	7	7	7	3	5	9	10		8.58
vardas9474		pavarde9474		5	10	5	5	2	3	4	3	10	1	2	6	4	2	3	6	2	4	9	7	9		7.26
vardas9475		pavarde9475		7	6	6	10	8	6	7	1	7	6	7	9	9	10	6	4	7	7	3	5	2		3.82
vardas9476		pavarde9476		6	8	2	1	2	8	1	7	2	8	6	4	8	1	10	7	6	3	4	2	8		6.72
vardas9477		pavarde9477		3	2	2	7	5	6	3	6	10	3	6	3	2	3	6	7	1	6	2	7	9		7.2
vardas9478		pavarde9478		5	7	1	7	10	4	6	1	1	2	3	2	10	9	9	2	4	7	8	1	8		6.78
vardas9479		pavarde9479		1	8	7	3	9	2	10	8	1	8	4	1	1	2	7	6	2	8	10	5	1		2.66
vardas9480		pavarde9480		3	7	8	2	6	7	6	8	5	1	3	1	9	3	1	8	9	8	7	6	10		8.16
vardas9481		pavarde9481		5	10	9	7	3	3	1	10	2	2	3	4	8	5	4	1	9	3	6	8	10		8.06
vardas9482		pavarde9482		7	10	6	3	5	10	10	8	1	10	4	3	5	10	4	10	7	5	2	3	8		7.26
vardas9483		pavarde9483		5	1	1	9	1	3	9	2	6	8	3	9	2	2	10	1	10	8	6	1	4		4.34
vardas9484		pavarde9484		7	4	9	9	5	4	8	6	10	9	1	2	6	7	1	8	4	2	10	5	1		2.94
vardas9485		pavarde9485		4	8	4	3	10	4	2	9	3	6	7	2	1	5	2	10	2	10	2	6	1		2.6
vardas9486		pavarde9486		1	2	7	4	8	6	7	4	1	1	7	6	5	5	4	10	4	7	5	8	6		5.64
vardas9487		pavarde9487		10	7	6	10	4	2	7	6	5	8	10	7	4	1	5	10	2	8	5	4	3		4.22
vardas9488		pavarde9488		10	10	1	9	6	10	2	1	1	2	1	9	7	9	4	3	5	6	2	1	7		6.18
vardas9489		pavarde9489		7	7	9	10	6	5	8	7	3	2	6	2	3	6	3	6	3	10	1	5	8		6.98
vardas9490		pavarde9490		2	3	4	7	9	10	8	6	9	5	5	3	9	2	1	1	5	9	9	10	5		5.34
vardas9491		pavarde9491		9	1	4	2	9	10	9	10	2	3	2	6	7	8	5	8	2	8	2	1	3		3.96
vardas9492		pavarde9492		4	9	3	6	8	9	1	2	5	3	1	5	6	6	3	3	6	1	1	9	4		4.22
vardas9493		pavarde9493		10	3	6	2	1	2	4	3	10	3	6	9	8	2	10	8	10	7	5	2	8		7.02
vardas9494		pavarde9494		8	2	7	9	10	2	10	4	5	2	1	6	5	9	4	9	2	1	8	2	8		6.92
vardas9495		pavarde9495		10	10	8	7	1	2	2	1	10	1	7	2	6	5	1	9	5	6	1	8	6		5.64
vardas9496		pavarde9496		2	7	7	8	8	8	1	4	10	2	10	10	7	9	3	5	6	5	3	1	9		7.72
vardas9497		pavarde9497		8	1	1	9	2	7	1	6	4	1	9	5	10	5	9	5	1	9	1	3	2		3.14
vardas9498		pavarde9498		9	1	2	9	4	3	2	8	3	2	6	5	9	6	6	6	1	8	2	7	6		5.58
vardas9499		pavarde9499		3	10	6	2	6	3	7	1	3	7	7	4	1	10	5	2	8	2	1	3	1		2.42
vardas9500		pavarde9500		2	3	6	9	8	6	6	2	1	4	1	4	2	1	1	7	10	9	6	10	6		5.56
vardas9501		pavarde9501		5	7	2	9	4	6	1	2	5	9	2	2	7	4	7	8	7	8	3	8	6		5.72
vardas9502		pavarde9502		4	10	1	6	7	1	6	6	2	9	1	6	5	7	3	6	6	7	8	6	2		3.34
vardas9503		pavarde9503		9	1	7	2	3	5	9	2	9	5	9	7	6	3	5	4	1	8	6	2	2		3.26
vardas9504		pavarde9504		5	7	10	1	9	2	7	7	8	6	4	2	2	2	10	2	5	5	7	7	1		2.76
